"uid","domainID","siteID","plotID","trapCoordinate","date","eventID","trapStatus","duplicateTrapCoordinateQF"
"24290D865DEF4A61997A23FBB80E2074","D03","DSNY","DSNY_004","J8","2013-07-16","MAM.DSNY.2013.07",6,0
"2723D270D9E340778FBF94EC8B7EBA0A","D03","DSNY","DSNY_004","J9","2013-07-16","MAM.DSNY.2013.07",6,0
"0F8672F555C8496C99E919251218E831","D03","DSNY","DSNY_004","I7","2013-07-16","MAM.DSNY.2013.07",5,0
"085C00ACDB684EBDB535BB78450E8764","D03","DSNY","DSNY_004","I8","2013-07-16","MAM.DSNY.2013.07",6,0
"29AE2877A5AD40169EBF6C06A8CDD278","D03","DSNY","DSNY_004","I9","2013-07-16","MAM.DSNY.2013.07",6,0
"D9DB0DE457DB4E928D18E396FB169762","D03","DSNY","DSNY_004","J1","2013-07-16","MAM.DSNY.2013.07",6,0
"656A5064CEC546488AE4A238C2B7EBF3","D03","DSNY","DSNY_004","J3","2013-07-16","MAM.DSNY.2013.07",5,0
"B65AE4CC1519488AA538E61D9F4E90D7","D03","DSNY","DSNY_004","J2","2013-07-16","MAM.DSNY.2013.07",6,0
"3593F1B7D946448282913A28A8E9C078","D03","DSNY","DSNY_004","J5","2013-07-16","MAM.DSNY.2013.07",6,0
"CB16D9376464411098C884C77A800855","D03","DSNY","DSNY_004","J4","2013-07-16","MAM.DSNY.2013.07",6,0
"EB7B32DA7BB047CBBB2ABD3F8BE90C74","D03","DSNY","DSNY_004","J7","2013-07-16","MAM.DSNY.2013.07",6,0
"354F2020A9AD4A3DBBA2BF70B4869BBA","D03","DSNY","DSNY_004","J6","2013-07-16","MAM.DSNY.2013.07",6,0
"218F73B0716F4BF681B7EB225D36855C","D03","DSNY","DSNY_004","B10","2013-07-16","MAM.DSNY.2013.07",2,0
"846288DB75A74E64A69B18FCF7E6A582","D03","DSNY","DSNY_004","F10","2013-07-16","MAM.DSNY.2013.07",6,0
"AD6217C5392541E7AF488CB1156E410B","D03","DSNY","DSNY_004","J10","2013-07-16","MAM.DSNY.2013.07",6,0
"B8200C9147774BF1BD2E8BE65E25CCD8","D03","DSNY","DSNY_004","A9","2013-07-16","MAM.DSNY.2013.07",6,0
"58075C5314BF4E83969C79CCD485319A","D03","DSNY","DSNY_004","A7","2013-07-16","MAM.DSNY.2013.07",6,0
"BA4604F33B76463CB0476EA28B69D72D","D03","DSNY","DSNY_004","A8","2013-07-16","MAM.DSNY.2013.07",6,0
"EACC421FE45E4AD39017310B5495F1B0","D03","DSNY","DSNY_004","A5","2013-07-16","MAM.DSNY.2013.07",6,0
"763B776E93E943A6AAE69B9281E36CD2","D03","DSNY","DSNY_004","A6","2013-07-16","MAM.DSNY.2013.07",6,0
"4076835F4BCE4EBA9E7A76B0CBCF3135","D03","DSNY","DSNY_004","A3","2013-07-16","MAM.DSNY.2013.07",6,0
"201CDA0C93B64F8EB93D40C204983F08","D03","DSNY","DSNY_004","A4","2013-07-16","MAM.DSNY.2013.07",6,0
"B7389DA66ABD40EDAA0724B88DDD6E66","D03","DSNY","DSNY_004","A1","2013-07-16","MAM.DSNY.2013.07",6,0
"77DCA17C8E6A494BB8A290973B78A652","D03","DSNY","DSNY_004","A2","2013-07-16","MAM.DSNY.2013.07",6,0
"5CFE1505F4B54229968DD1130B7AD984","D03","DSNY","DSNY_004","B8","2013-07-16","MAM.DSNY.2013.07",6,0
"16B5593678E547CE94C7B7763B4A0CCB","D03","DSNY","DSNY_004","B9","2013-07-16","MAM.DSNY.2013.07",2,0
"9EE5D8ADD4084BCE9391A85964F54971","D03","DSNY","DSNY_004","B4","2013-07-16","MAM.DSNY.2013.07",6,0
"56BE9C56560344C681C2995BC5F03F4E","D03","DSNY","DSNY_004","B5","2013-07-16","MAM.DSNY.2013.07",6,0
"2B0A182FD2BF42E081AD0DFECDF3367E","D03","DSNY","DSNY_004","B6","2013-07-16","MAM.DSNY.2013.07",6,0
"FD1237F3CA954D3DA484C792EC4215DE","D03","DSNY","DSNY_004","B7","2013-07-16","MAM.DSNY.2013.07",6,0
"52D2CD8F032649C8B9CC4CB52FD506D0","D03","DSNY","DSNY_004","B1","2013-07-16","MAM.DSNY.2013.07",6,0
"698AE2B600754BEC98A45C90C24D3A20","D03","DSNY","DSNY_004","B2","2013-07-16","MAM.DSNY.2013.07",6,0
"A8701105175644B0881E2CC0EB05CEC6","D03","DSNY","DSNY_004","B3","2013-07-16","MAM.DSNY.2013.07",6,0
"D0B0C7CA8AF14893B1E2E6F8D440A6E2","D03","DSNY","DSNY_004","D1","2013-07-16","MAM.DSNY.2013.07",6,0
"F413C3178C8F49F49D849E3609B89AFF","D03","DSNY","DSNY_004","C9","2013-07-16","MAM.DSNY.2013.07",6,0
"379AB54ACABF4FCCAFCDBA91522269E9","D03","DSNY","DSNY_004","C3","2013-07-16","MAM.DSNY.2013.07",6,0
"6373F74348F0415B988920EF6C5B5BE9","D03","DSNY","DSNY_004","C4","2013-07-16","MAM.DSNY.2013.07",6,0
"5D9042A23BD54F568EE68156418FF586","D03","DSNY","DSNY_004","C1","2013-07-16","MAM.DSNY.2013.07",6,0
"762C1499A7C142E2BA13B343B28EE461","D03","DSNY","DSNY_004","C2","2013-07-16","MAM.DSNY.2013.07",6,0
"BFB2C2FDBE754093826D70BB8C679F1F","D03","DSNY","DSNY_004","C7","2013-07-16","MAM.DSNY.2013.07",6,0
"CC67767C7591488C89941AAD86E889C5","D03","DSNY","DSNY_004","C8","2013-07-16","MAM.DSNY.2013.07",6,0
"4E944A50382F4B63930D5BA84507A214","D03","DSNY","DSNY_004","C5","2013-07-16","MAM.DSNY.2013.07",6,0
"6EAED274736C40AAB652A32BC4A39E43","D03","DSNY","DSNY_004","C6","2013-07-16","MAM.DSNY.2013.07",6,0
"0F11DBB570794DD8A4BDE39CE0FDCD36","D03","DSNY","DSNY_004","E2","2013-07-16","MAM.DSNY.2013.07",6,0
"97D651DE308D4AB582294150DFE5C039","D03","DSNY","DSNY_004","E1","2013-07-16","MAM.DSNY.2013.07",6,0
"3B056C90C3364FA190AF73C7D16A75A5","D03","DSNY","DSNY_004","D2","2013-07-16","MAM.DSNY.2013.07",6,0
"E4CE83DF27564F02AC7A9A3FC03C280D","D03","DSNY","DSNY_004","D3","2013-07-16","MAM.DSNY.2013.07",6,0
"E70CF8D9FCE046649E846896CE9E69B4","D03","DSNY","DSNY_004","D4","2013-07-16","MAM.DSNY.2013.07",6,0
"37571710C08E464EA55B37DCEC96D137","D03","DSNY","DSNY_004","D5","2013-07-16","MAM.DSNY.2013.07",6,0
"2882EBA50180413786BB6849A5ACB4C8","D03","DSNY","DSNY_004","D6","2013-07-16","MAM.DSNY.2013.07",6,0
"22B0D95DC7E14FE4AB000BFFF947730F","D03","DSNY","DSNY_004","D7","2013-07-16","MAM.DSNY.2013.07",5,0
"2607E47C5AF1465BB1D56D73F8FF4174","D03","DSNY","DSNY_004","D8","2013-07-16","MAM.DSNY.2013.07",6,0
"18BA5FB0B2D14C0BBC187DEC30C45FFB","D03","DSNY","DSNY_004","F3","2013-07-16","MAM.DSNY.2013.07",6,0
"E5DE98A67DB04CCEB2F23E4FB8050E0C","D03","DSNY","DSNY_004","F1","2013-07-16","MAM.DSNY.2013.07",6,0
"732757A3C5C04056BD23CD21E63759E7","D03","DSNY","DSNY_004","H10","2013-07-16","MAM.DSNY.2013.07",6,0
"CAF6DEFD20574BF3918531D8D97FF192","D03","DSNY","DSNY_004","E9","2013-07-16","MAM.DSNY.2013.07",6,0
"0D9F3ACBE7044639B7C1E049F801A80B","D03","DSNY","DSNY_004","E8","2013-07-16","MAM.DSNY.2013.07",6,0
"77F7D8945F0B4861B04393FB5B0EF458","D03","DSNY","DSNY_004","E7","2013-07-16","MAM.DSNY.2013.07",6,0
"3813C6DF91264B5E954067263C3D1862","D03","DSNY","DSNY_004","E6","2013-07-16","MAM.DSNY.2013.07",6,0
"C589FDB0F0F54B7CB0EF46E0DBE55CD9","D03","DSNY","DSNY_004","E5","2013-07-16","MAM.DSNY.2013.07",6,0
"53BD850920B642AF91DD40C729546E19","D03","DSNY","DSNY_004","E4","2013-07-16","MAM.DSNY.2013.07",6,0
