uid,domainID,siteID,plotID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDateTime,collectDateTime,localSetDateTime,localCollectDateTime,sampleTiming,eventID,nightOrDay,trapHours,sampleID,targetTaxaPresent,samplingProtocolVersion,trapRecordedBy,trappingRemarks,trapCompromisedQF,sampleCompromisedAtTrapping,sampleLostQF,duplicatesInTrappingQF
F643C45556784ECE9CFD84614AF4E5F0,D03,OSBS,OSBS_056,evergreenForest,29.707942,-81.985398,WGS84,0.2,31.7,0.9,2014-04-08T22:46Z,2014-04-09T13:20Z,20140408.18,20140409.09,field season,OSBS.2014.14,night,14.5,OSBS_056.20140409.0920,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
20E3275674B14781B9450F7FC134A99D,D03,OSBS,OSBS_057,evergreenForest,29.725194,-81.987658,WGS84,0.9,35.3,1.2,2014-04-08T23:00Z,2014-04-09T13:40Z,20140408.19,20140409.09,field season,OSBS.2014.14,night,14.5,OSBS_057.20140409.0940,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
D4C53CC30E1E48D18B274FC437FD6277,D03,OSBS,OSBS_055,evergreenForest,29.703835,-81.954643,WGS84,0.3,32,0.7,2014-04-08T23:20Z,2014-04-09T14:02Z,20140408.19,20140409.1,field season,OSBS.2014.14,night,14.5,OSBS_055.20140409.1002,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
7376B8B454F045618F33CCE61961071E,D03,OSBS,OSBS_054,evergreenForest,29.68552,-81.939573,WGS84,0.4,33.3,0.7,2014-04-08T23:36Z,2014-04-09T14:16Z,20140408.19,20140409.1,field season,OSBS.2014.14,night,14.5,OSBS_054.20140409.1016,Y,NEON.DOC.014049vE,JPlYyEuagl4=,No transcription errors found,0,No known compromise,0,0
A2ED07F9A1294E5F953B34294D6BD124,D03,OSBS,OSBS_052,evergreenForest,29.678667,-81.955031,WGS84,0.1,44.1,0.2,2014-04-08T23:44Z,2014-04-09T14:25Z,20140408.19,20140409.1,field season,OSBS.2014.14,night,14.5,OSBS_052.20140409.1025,Y,NEON.DOC.014049vE,JPlYyEuagl4=,No transcription errors found,0,No known compromise,0,0
113C06BF144F456E954E25627B33DC18,D03,OSBS,OSBS_061,,29.685885,-81.958591,WGS84,0.1,24.1,0.1,2014-04-08T23:52Z,2014-04-09T14:38Z,20140408.2,20140409.1,field season,OSBS.2014.14,night,15,OSBS_061.20140409.1038,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
6655DE2E3E9544F6B56B10004F251D2C,D03,OSBS,OSBS_059,,29.686937,-81.962158,WGS84,0.1,24.5,0.1,2014-04-08T23:58Z,2014-04-09T14:43Z,20140408.2,20140409.1,field season,OSBS.2014.14,night,15,OSBS_059.20140409.1043,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
A74539BB91D245DCA1E0E9516D0986FF,D03,OSBS,OSBS_053,evergreenForest,29.678605,-81.962459,WGS84,0.6,48.1,0.8,2014-04-09T00:06Z,2014-04-09T14:55Z,20140408.2,20140409.11,field season,OSBS.2014.14,night,15,OSBS_053.20140409.1055,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
48A7608ADC8E43D19DB81DB5792E1785,D03,OSBS,OSBS_060,woodyWetlands,29.68469,-82.017693,WGS84,0.7,34.4,0.7,2014-04-09T00:28Z,2014-04-09T15:15Z,20140408.2,20140409.11,field season,OSBS.2014.14,night,15,OSBS_060.20140409.1115,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
D2ED7BB72EC84A609E3A6F0D0F327897,D03,OSBS,OSBS_058,woodyWetlands,29.700742,-82.009505,WGS84,0.3,35.9,0.4,2014-04-09T00:40Z,2014-04-09T15:28Z,20140408.2,20140409.11,field season,OSBS.2014.14,night,15,OSBS_058.20140409.1128,Y,NEON.DOC.014049vE,JPlYyEuagl4=,,0,No known compromise,0,0
